Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c
006f4000002NAWYAA4,,001f4000003NkcxAAC,,dashboard assessment,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,22326,100,22326,,2018-06-16,New Customer,Closed Won.  Paperwork attached.,MM-1751,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAWZAA4,,001f4000003NkcyAAC,,Migration to mm,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,13095,100,13095,,2018-03-22,New Customer,Closed Won.  Paperwork attached.,MM-1752,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWaAAO,,001f4000003Nkd2AAC,,Consulting Stage 1,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,14020,100,14020,,2018-02-12,New Customer,Closed Won.  Paperwork attached.,MM-1753,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWbAAO,,001f4000003NkdZAAS,,Consulting Stage 2,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,24376,100,24376,,2018-07-14,New Customer,Closed Won.  Paperwork attached.,MM-1754,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAWcAAO,,001f4000003NkdMAAS,,Pilot 50 users,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,12099,100,12099,,2018-01-23,New Customer,Closed Won.  Paperwork attached.,MM-1755,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWdAAO,,001f4000003NkdaAAC,,Proof of Concept,Current dashboard solution is very costly and not very user friendly,Closed Won,11575,100,11575,,2018-03-19,New Customer,Closed Won.  Paperwork attached.,MM-1756,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWeAAO,,001f4000003NkdSAAS,,Pilot 25 users,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,21501,100,21501,,2018-02-07,New Customer,Closed Won.  Paperwork attached.,MM-1757,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWfAAO,,001f4000003NkdqAAC,,mm 400 users,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,20825,100,20825,,2018-07-11,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1758,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZaAAO,,001f4000003NkdSAAS,,Pilot 100 users,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,19840,100,19840,,2018-10-05,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1939,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZbAAO,,001f4000003NkdRAAS,,Add'l 500 seats,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,11039,100,11039,,2018-06-25,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1940,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAZcAAO,,001f4000003Nkd9AAC,,Installation Proposal,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,22191,100,22191,,2018-08-09,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1941,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZdAAO,,001f4000003NkdHAAS,,Migration Proposal,Low user adoption because of lack of personalized dashboards,Closed Won,21524,100,21524,,2018-08-18,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1942,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZeAAO,,001f4000003NkdaAAC,,System Assessment,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,13356,100,13356,,2018-08-03,Existing Customer - Downgrade,Closed Won.  Paperwork attached.,MM-1943,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZfAAO,,001f4000003NkchAAC,,300 Add'l Users,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,19112,100,19112,,2018-04-10,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1944,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAZgAAO,,001f4000003NkcsAAC,,mm 300 seats,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,24915,100,24915,,2018-10-24,New Customer,Closed Won.  Paperwork attached.,MM-1945,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZhAAO,,001f4000003NkciAAC,,350 seats,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,13939,100,13939,,2018-05-06,New Customer,Closed Won.  Paperwork attached.,MM-1946,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAZiAAO,,001f4000003Nkd6AAC,,System Assessment,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,20487,100,20487,,2018-03-17,New Customer,Closed Won.  Paperwork attached.,MM-1947,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZjAAO,,001f4000003NkdOAAS,,Dashboard + BI Tool,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,13909,100,13909,,2018-12-04,New Customer,Closed Won.  Paperwork attached.,MM-1948,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZkAAO,,001f4000003NkdVAAS,,Add on Storage,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,13247,100,13247,,2018-07-09,New Customer,Closed Won.  Paperwork attached.,MM-1949,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZlAAO,,001f4000003NkcrAAC,,500 seats mm,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,10689,100,10689,,2018-08-17,New Customer,Closed Won.  Paperwork attached.,MM-1950,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZmAAO,,001f4000003NkdzAAC,,dashboard assessment,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,22246,100,22246,,2018-02-24,New Customer,Closed Won.  Paperwork attached.,MM-1951,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZnAAO,,001f4000003NkdvAAC,,Migration to mm,Current dashboard solution is very costly and not very user friendly,Closed Won,17809,100,17809,,2018-07-12,New Customer,Closed Won.  Paperwork attached.,MM-1952,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZoAAO,,001f4000003Nke0AAC,,Consulting Stage 1,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,23749,100,23749,,2018-02-21,New Customer,Closed Won.  Paperwork attached.,MM-1953,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZpAAO,,001f4000003NkdAAAS,,Consulting Stage 2,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,18835,100,18835,,2018-09-05,New Customer,Closed Won.  Paperwork attached.,MM-1954,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAZqAAO,,001f4000003NkctAAC,,Pilot 50 users,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,13270,100,13270,,2018-03-04,New Customer,Closed Won.  Paperwork attached.,MM-1955,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAWgAAO,,001f4000003NkdRAAS,,Pilot 100 users,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,19288,100,19288,,2018-09-19,New Customer,Closed Won.  Paperwork attached.,MM-1759,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAWhAAO,,001f4000003NkdHAAS,,Training 10 hours,Low user adoption because of lack of personalized dashboards,Closed Won,17312,100,17312,,2018-10-23,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1760,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAWiAAO,,001f4000003NkdmAAC,,Training 20 hours,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,19631,100,19631,,2018-04-12,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1761,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAWjAAO,,001f4000003NkchAAC,,Training 30 hours,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,17396,100,17396,,2018-06-13,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1762,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NAWkAAO,,001f4000003NkciAAC,,Training 40 hours,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,12123,100,12123,,2018-11-14,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1763,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAfvAAG,,001f4000003NkdJAAS,,Proof of Concept,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Needs Analysis,40000,20,8000,,2018-04-26,Installation Services,Waiting on Roger: New financing,MM-1400,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:35.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,005f4000000VrDDAA0,2018-11-05T10:11:52.000+0000,,2,2018,2018 2,,,1,1,,,,,
006f4000002NAZrAAO,,001f4000003NkcoAAC,,Proof of Concept,Low user adoption because of lack of personalized dashboards,Proposal/Price Quote,22165,75,16623.75,,2018-01-21,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-1956,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2019-02-13T04:52:59.000+0000,005f4000000VrDDAA0,2019-02-13T04:52:59.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZsAAO,,001f4000003NkdBAAS,,Pilot 25 users,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Closed Won,18405,100,18405,,2018-01-25,Existing Customer - Downgrade,Closed Won.  Paperwork attached.,MM-1957,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZtAAO,,001f4000003NkdwAAC,,mm 400 users,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,18851,100,18851,,2018-03-18,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-1958,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZuAAO,,001f4000003NkdoAAC,,Pilot 100 users,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,17946,100,17946,,2018-10-15,New Customer,Closed Won.  Paperwork attached.,MM-1959,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZvAAO,,001f4000003NkduAAC,,Training 10 hours,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,21873,100,21873,,2018-01-26,New Customer,Closed Won.  Paperwork attached.,MM-1960,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NAZwAAO,,001f4000003NkdtAAC,,Training 20 hours,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,17676,100,17676,,2018-10-17,New Customer,Closed Won.  Paperwork attached.,MM-1961,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZxAAO,,001f4000003Nkd5AAC,,Training 30 hours,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,16036,100,16036,,2018-11-25,New Customer,Closed Won.  Paperwork attached.,MM-1962,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NAZyAAO,,001f4000003Nkd7AAC,,Training 40 hours,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,23382,100,23382,,2018-06-13,New Customer,Closed Won.  Paperwork attached.,MM-1963,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:32.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NATXAA4,,001f4000003Nkd8AAC,,500 seats mm,They don't use computers.  They throw rocks and sticks at each other for information-exchange.,Closed Won,23155,100,23155,,2018-02-14,New Customer,Closed Won.  Paperwork attached.,MM-2300,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NATYAA4,,001f4000003NkdqAAC,,dashboard assessment,Current solution is not scalable.  Requires 2 full time IT resources and very long training schedule.  Only 18 people trained on the current dashboard product.,Closed Won,20106,100,20106,,2018-11-12,New Customer,Closed Won.  Paperwork attached.,MM-2301,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NATZAA4,,001f4000003NkczAAC,,Migration to mm,Current dashboard solution is very costly and not very user friendly,Closed Won,14547,100,14547,,2018-06-09,New Customer,Closed Won.  Paperwork attached.,MM-2302,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NATaAAO,,001f4000003NkdHAAS,,Consulting Stage 1,Want 350 Seats of primary product.  Would like 4 weeks of consulting.  Definite issues in current dashboard product.,Closed Won,18363,100,18363,,2018-03-09,New Customer,Closed Won.  Paperwork attached.,MM-2303,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NATbAAO,,001f4000003NkdaAAC,,Consulting Stage 2,"Cannot mashup external data, need enterprise mashup solution.  Current work-around is not adequate",Closed Won,17066,100,17066,,2018-11-12,New Customer,Closed Won.  Paperwork attached.,MM-2304,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NATcAAO,,001f4000003NkdmAAC,,Pilot 50 users,"Need a drag and drop interface, IT costs are too high, leading to near-zero customization due to high costs.",Closed Won,19541,100,19541,,2018-04-24,New Customer,Closed Won.  Paperwork attached.,MM-2305,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NATdAAO,,001f4000003NkdhAAC,,Proof of Concept,Low user adoption because of lack of personalized dashboards,Closed Won,18252,100,18252,,2018-06-04,New Customer,Closed Won.  Paperwork attached.,MM-2306,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
006f4000002NATeAAO,,001f4000003NkcjAAC,,Pilot 25 users,"Current solution is not easy to use, and requires a long setup/implementation period.  This is not scalable and there is a lot of pushback from SFDC administrators",Perception Analysis,18556,70,12989.199999999999,,2018-12-06,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2307,,,Pipeline,Pipeline,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2019-03-15T05:15:47.000+0000,005f4000000VrDDAA0,2019-03-15T05:15:47.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NATfAAO,,001f4000003NkdNAAS,,mm 400 users,"Requires ""super users"" to learn the system, which is not the setup they want.  They prefer a product that all users can easily learn.",Closed Won,24553,100,24553,,2018-09-03,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2308,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NATgAAO,,001f4000003Nkd0AAC,,Pilot 100 users,"Customer pain: training is too intense, product is too difficult to use, not a scalable solution.  Mashmatrix seems to solve all of those issues.",Closed Won,23431,100,23431,,2018-09-25,Existing Customer - Upgrade,Closed Won.  Paperwork attached.,MM-2309,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NAThAAO,,001f4000003NkcxAAC,,Training 10 hours,"Current product is too expensive on a recurring basis, and maintenance fees are through the roof.  Requires IT administration, which is where they are looking to cut costs.",Closed Won,17488,100,17488,,2018-10-07,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-2310,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,4,2018,2018 4,,,,,,,,,
006f4000002NATiAAO,,001f4000003Nkd9AAC,,Training 20 hours,Competing with on-premise solutions which are costly and require heavy administration and infrastructure.  Looking for a more cost effective solution,Closed Won,10887,100,10887,,2018-09-15,Existing Customer - Replacement,Closed Won.  Paperwork attached.,MM-2311,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,3,2018,2018 3,,,,,,,,,
006f4000002NATjAAO,,001f4000003NkdAAAS,,Training 30 hours,Using legacy systems and want to extract data from many sources and aggregate onto one screen.,Closed Won,13001,100,13001,,2018-03-22,Existing Customer - Downgrade,Closed Won.  Paperwork attached.,MM-2312,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,1,2018,2018 1,,,,,,,,,
006f4000002NATkAAO,,001f4000003NkcpAAC,,Training 40 hours,Not currently using any SaaS solutions.  We seem to be the only product in contention.,Closed Won,12308,100,12308,,2018-04-24,New Customer,Closed Won.  Paperwork attached.,MM-2313,1,1,Closed,Closed,,,,005f4000000VrDDAA0,2017-08-04T09:09:30.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,005f4000000VrDDAA0,2018-11-05T10:14:06.000+0000,,2,2018,2018 2,,,,,,,,,
